season;player_name;age;market_value[EUR];team_left;team_joined;transfer_fee[EUR]
20/21;Yannick Carrasco;27;22500000;DL Pro;Atletico Madrid;27000000
20/21;Patrik Schick;24;25000000;AS Roma;B. Leverkusen;26500000
20/21;Gabriel Magalhaes;22;20000000;LOSC Lille;Arsenal;26000000
20/21;Jeremy Doku;18;9000000;RSC Anderlecht;Rennes;26000000
20/21;Rhian Brewster;20;5400000;Liverpool U23;Sheff Utd;26000000
20/21;Nicolo Rovella;19;4000000;Genoa;Juventus;26000000
20/21;Emre Can;26;24000000;Juventus;Bor. Dortmund;25000000
20/21;Stefano Sensi;25;20000000;Sassuolo;Inter;25000000
20/21;Jude Bellingham;17;11000000;Birmingham;Bor. Dortmund;25000000
20/21;Allan;29;28000000;SSC Napoli;Everton;24600000
20/21;Edouard Mendy;28;7000000;Rennes;Chelsea;24000000
20/21;Lucas Paqueta;23;20000000;AC Milan;Olympique Lyon;23440000
20/21;Said Benrahma;25;22000000;Brentford;West Ham;23100000
20/21;Sebastien Haller;26;30000000;West Ham;Ajax;22500000
20/21;Callum Wilson;28;20000000;Bournemouth;Newcastle;22250000
20/21;Thiago;29;48000000;Bayern Munich;Liverpool;22000000
20/21;Dominik Szoboszlai;20;25000000;RB Salzburg;RB Leipzig;22000000
20/21;Abdoulaye Doucoure;27;20000000;Watford;Everton;22000000
20/21;Simone Verdi;28;13000000;SSC Napoli;Torino;22000000
20/21;Roberto Inglese;28;12000000;SSC Napoli;Parma;21800000
20/21;Suso;26;17500000;AC Milan;Sevilla FC;21700000
20/21;Amad Diallo;18;15000000;Atalanta BC;Man Utd;21300000
20/21;Gianluca Mancini;24;22000000;Atalanta BC;AS Roma;21000000
20/21;Sergino Dest;19;18000000;Ajax;Barcelona;21000000
20/21;Andrea Pinamonti;21;13500000;Genoa;Inter;21000000
20/21;Jean-Kevin Augustin;23;9500000;RB Leipzig;Leeds;21000000
20/21;Timothy Castagne;24;18000000;Atalanta BC;Leicester;20900000
20/21;Aaron Ramsdale;22;12500000;Bournemouth;Sheff Utd;20500000
20/21;Wendel;23;12000000;Sporting CP;Zenit S-Pb;20300000
20/21;Alvaro Morata;27;36000000;Atletico Madrid;Juventus;20000000
20/21;Everton;24;28000000;Gremio;Benfica;20000000
20/21;Diego Llorente;27;20000000;Real Sociedad;Leeds;20000000
20/21;Alexander Sorloth;24;20000000;Crystal Palace;RB Leipzig;20000000
20/21;Vedat Muriqi;26;12000000;Fenerbahce;Lazio;20000000
20/21;Andrea Pinamonti;21;13500000;Inter;Genoa;19500000
20/21;Raphinha;23;16000000;Rennes;Leeds;18600000
20/21;Bertrand Traore;25;9500000;Olympique Lyon;Aston Villa;18400000
20/21;Pedrinho;22;13500000;Corinthians;Benfica;18000000
20/21;Eberechi Eze;22;9000000;QPR;Crystal Palace;17800000
20/21;Helder Costa;26;8000000;Wolves;Leeds;17700000
20/21;Jordan Veretout;27;24000000;Fiorentina;AS Roma;17500000
20/21;Emiliano Martinez;28;8000000;Arsenal;Aston Villa;17400000
20/21;Gerard Deulofeu;26;12000000;Watford;Udinese Calcio;17000000
20/21;Matt Doherty;28;16000000;Wolves;Tottenham;16800000
20/21;Krepin Diatta;21;18000000;Club Brugge;Monaco;16700000
20/21;Pierre-Emile Hojbjerg;25;20000000;Southampton;Tottenham;16600000
20/21;Jamal Lewis;22;11000000;Norwich;Newcastle;16500000
20/21;Karlan Grant;23;8000000;Huddersfield;West Brom;16500000
20/21;Pervis Estupinan;22;15000000;Watford;Villarreal;16399999
20/21;Tomas Soucek;25;12000000;Slavia Prague;West Ham;16200000
20/21;Paulinho;28;15000000;SC Braga;Sporting CP;16000000
20/21;Pity Martinez;27;12000000;Atlanta;Al-Nassr FC;16000000
20/21;Morgan Sanson;26;20000000;Marseille;Aston Villa;15800000
20/21;Antony;20;18000000;Sao Paulo;Ajax;15750000
20/21;Matty Cash;23;4800000;Nottm Forest;Aston Villa;15750000
20/21;Alex Telles;27;40000000;FC Porto;Man Utd;15000000
20/21;Chris Smalling;30;20000000;Man Utd;AS Roma;15000000
20/21;Geoffrey Kondogbia;27;17500000;Valencia;Atletico Madrid;15000000
20/21;Luca Waldschmidt;24;16000000;SC Freiburg;Benfica;15000000
20/21;Alfred Duncan;27;15000000;Sassuolo;Fiorentina;15000000
20/21;Nicolas Otamendi;32;14500000;Man City;Benfica;15000000
20/21;Marko Rog;25;13000000;SSC Napoli;Cagliari Calcio;15000000
20/21;Rolando Mandragora;23;12000000;Udinese Calcio;Juventus;15000000
20/21;Jhon Cordoba;27;12000000;1. FC Koln;Hertha BSC;15000000
20/21;Serhou Guirassy;24;8000000;Amiens SC;Rennes;15000000
20/21;Mario Pasalic;25;25000000;Chelsea;Atalanta BC;14500000
20/21;Aleksey Miranchuk;24;18000000;Loko Moscow;Atalanta BC;14500000
20/21;Pedro;23;12000000;Fiorentina;Flamengo;14000000
20/21;Joakim Maehle;23;11000000;KRC Genk;Atalanta BC;13700000
20/21;Oscar Rodriguez;22;15000000;Real Madrid;Sevilla FC;13500000
20/21;Grady Diangana;22;4500000;West Ham;West Brom;13500000
20/21;Kyle Walker-Peters;23;8000000;Tottenham;Southampton;13300000
20/21;Robin Koch;24;17000000;SC Freiburg;Leeds;13000000
20/21;Giovanni Simeone;25;15000000;Fiorentina;Cagliari Calcio;13000000
20/21;Axel Disasi;22;13500000;Stade Reims;Monaco;13000000
20/21;Lucas Martinez Quarta;24;10000000;River Plate;Fiorentina;13000000
20/21;Carles Perez;22;9000000;Barcelona;AS Roma;13000000
20/21;Konstantinos Tsimikas;24;9000000;Olympiacos;Liverpool;13000000
20/21;Dennis Man;22;6500000;FCSB;Parma;13000000
20/21;Brenden Aaronson;20;10000000;Philadelphia;RB Salzburg;12700000
20/21;Jean-Daniel Akpa Akpro;27;600000;Salernitana;Lazio;12700000
20/21;Federico Chiesa;22;48000000;Fiorentina;Juventus;12600000
20/21;Joe Rodon;23;7000000;Swansea;Tottenham;12100000
20/21;Ibrahima Diallo;21;15000000;Stade Brestois;Southampton;12000000
20/21;Dejan Lovren;31;12000000;Liverpool;Zenit S-Pb;12000000
20/21;Oussama Idrissi;24;12000000;AZ Alkmaar;Sevilla FC;12000000
20/21;Mohammed Salisu;21;12000000;Real Valladolid;Southampton;12000000
20/21;Martin Terrier;23;10500000;Olympique Lyon;Rennes;12000000
20/21;Hee-chan Hwang;24;10000000;RB Salzburg;RB Leipzig;12000000
20/21;Alex Berenguer;25;6000000;Torino;Athletic;12000000
20/21;Manolo Portanova;20;1000000;Juventus;Genoa;12000000
20/21;Brenner;21;1300000;Sao Paulo;Cincinnati;11820000
20/21;Marc Cucurella;21;18000000;Barcelona;Getafe;11800000
20/21;Davy Klaassen;27;12000000;Werder Bremen;Ajax;11700000
20/21;Anthony Knockaert;28;6500000;Brighton;Fulham;11700000
20/21;Karl Toko Ekambi;27;14000000;Villarreal;Olympique Lyon;11500000
20/21;Chidera Ejuke;22;5500000;Heerenveen;CSKA Moscow;11500000
20/21;Marcos Acuna;28;12000000;Sporting CP;Sevilla FC;11250000
20/21;Kevin Volland;28;28000000;B. Leverkusen;Monaco;11000000
20/21;Christian Kouame;22;17500000;Genoa;Fiorentina;11000000
20/21;Pol Lirola;23;10000000;Sassuolo;Fiorentina;11000000
20/21;Kevin Bonifazi;24;4000000;Torino;SPAL;11000000
20/21;Jeremie Frimpong;20;4000000;Celtic;B. Leverkusen;11000000
20/21;Jakub Moder;21;3000000;Lech Poznan;Brighton;11000000
20/21;Felix Correia;19;1000000;Man City U23;Juventus U23;10500000
20/21;Habib Diallo;25;12000000;FC Metz;R. Strasbourg;10000000
20/21;Carlos Fernandez;24;9000000;Sevilla FC;Real Sociedad;10000000
20/21;Gregoire Defrel;29;8000000;AS Roma;Sassuolo;10000000
20/21;Ridle Baku;22;7000000;1.FSV Mainz 05;VfL Wolfsburg;10000000
20/21;Baptiste Santamaria;25;7000000;Angers SCO;SC Freiburg;10000000
20/21;Alfred Gomis;27;2400000;Dijon;Rennes;10000000
20/21;Pablo Moreno;18;;Juventus U19;Man City U23;10000000
20/21;Ki-Jana Hoever;18;3600000;Liverpool U23;Wolves;9800000
20/21;Vlad Chiriches;30;5000000;SSC Napoli;Sassuolo;9500000
20/21;Valentin Mihaila;20;2500000;CS U Craiova;Parma;9100000
20/21;Luis Suarez;33;28000000;Barcelona;Atletico Madrid;9000000
20/21;Marc Roca;23;16000000;Espanyol;Bayern Munich;9000000
20/21;Mohammed Kudus;20;9000000;Nordsjaelland;Ajax;9000000
20/21;Enes Unal;23;8000000;Villarreal;Getafe;9000000
20/21;Eldor Shomurodov;25;6500000;Rostov;Genoa;9000000
20/21;Umar Sadiq;23;6000000;Partizan;UD Almeria;9000000
20/21;Chidera Ejuke;22;5500000;Heerenveen;CSKA Moscow;11500000
20/21;Marcos Acuna;28;12000000;Sporting CP;Sevilla FC;11250000
20/21;Kevin Volland;28;28000000;B. Leverkusen;Monaco;11000000
20/21;Christian Kouame;22;17500000;Genoa;Fiorentina;11000000
20/21;Pol Lirola;23;10000000;Sassuolo;Fiorentina;11000000
20/21;Kevin Bonifazi;24;4000000;Torino;SPAL;11000000
20/21;Jeremie Frimpong;20;4000000;Celtic;B. Leverkusen;11000000
20/21;Jakub Moder;21;3000000;Lech Poznan;Brighton;11000000
20/21;Felix Correia;19;1000000;Man City U23;Juventus U23;10500000
20/21;Habib Diallo;25;12000000;FC Metz;R. Strasbourg;10000000
20/21;Carlos Fernandez;24;9000000;Sevilla FC;Real Sociedad;10000000
20/21;Gregoire Defrel;29;8000000;AS Roma;Sassuolo;10000000
20/21;Ridle Baku;22;7000000;1.FSV Mainz 05;VfL Wolfsburg;10000000
20/21;Baptiste Santamaria;25;7000000;Angers SCO;SC Freiburg;10000000
20/21;Alfred Gomis;27;2400000;Dijon;Rennes;10000000
20/21;Pablo Moreno;18;;Juventus U19;Man City U23;10000000
20/21;Ki-Jana Hoever;18;3600000;Liverpool U23;Wolves;9800000
20/21;Vlad Chiriches;30;5000000;SSC Napoli;Sassuolo;9500000
20/21;Valentin Mihaila;20;2500000;CS U Craiova;Parma;9100000
20/21;Luis Suarez;33;28000000;Barcelona;Atletico Madrid;9000000
20/21;Marc Roca;23;16000000;Espanyol;Bayern Munich;9000000
20/21;Mohammed Kudus;20;9000000;Nordsjaelland;Ajax;9000000
20/21;Enes Unal;23;8000000;Villarreal;Getafe;9000000
20/21;Eldor Shomurodov;25;6500000;Rostov;Genoa;9000000
20/21;Umar Sadiq;23;6000000;Partizan;UD Almeria;9000000
20/21;Manu Kone;19;5000000;Toulouse;Bor. M'gladbach;9000000
20/21;Adrian Grbic;23;2000000;Clermont Foot;FC Lorient;9000000
20/21;Evanilson;20;7500000;Tombense;FC Porto;8800000
20/21;Quincy Promes;29;15000000;Ajax;Spartak Moscow;8500000
20/21;Adolfo Gaich;21;11000000;San Lorenzo;CSKA Moscow;8500000
20/21;Seko Fofana;25;9500000;Udinese Calcio;Lens;8500000
20/21;Filip Stevanovic;18;8000000;Partizan;Man City U23;8500000
20/21;Nikola Moro;22;6000000;Dinamo Zagreb;Dynamo Moscow;8500000
20/21;Facundo Pellistri;18;1800000;Penarol;Man Utd;8500000
20/21;Alberto Grassi;25;5500000;SSC Napoli;Parma;8450000
20/21;Matheus Pereira;24;9500000;Sporting CP;West Brom;8250000
20/21;Bouna Sarr;28;9000000;Marseille;Bayern Munich;8000000
20/21;Yann Karamoh;22;7500000;Inter;Parma;8000000
20/21;Sam Lammers;23;7000000;PSV Eindhoven;Atalanta BC;8000000
20/21;Mohamed Fares;24;7000000;SPAL;Lazio;8000000
20/21;Luis Henrique;18;5000000;Tres Passos;Marseille;8000000
20/21;Abel Ruiz;20;4500000;Barcelona B;SC Braga;8000000
20/21;Terem Moffi;21;3000000;KV Kortrijk;FC Lorient;8000000
20/21;Marley Ake;20;2500000;Marseille;Juventus U23;8000000
20/21;Bruno Fuchs;21;1800000;Internacional;CSKA Moscow;8000000
20/21;Sven Botman;20;1300000;Ajax U21;LOSC Lille;8000000
20/21;Caio Henrique;23;1200000;Atletico Madrid;Monaco;8000000
20/21;Robson Bambu;22;800000;Athletico-PR;OGC Nice;8000000
20/21;Elia Petrelli;19;250000;Juventus U23;Genoa;8000000
20/21;Franco Tongya;18;;Juventus U23;Marseille B;8000000
20/21;Philipp Max;26;15000000;FC Augsburg;PSV Eindhoven;7700000
20/21;Alexis Saelemaekers;21;8000000;RSC Anderlecht;AC Milan;7650000
20/21;Matheus Pereira;22;1300000;Juventus U23;Barcelona B;7600000
20/21;Karol Linetty;25;10000000;Sampdoria;Torino;7500000
20/21;Paul Bernardoni;23;5500000;G. Bordeaux;Angers SCO;7500000
20/21;Talles Magno;18;8000000;Vasco da Gama;New York City;7270000
20/21;Gregor Kobel;22;4000000;TSG Hoffenheim;VfB Stuttgart;7200000
20/21;Francis Coquelin;29;14000000;Valencia;Villarreal;7100000
20/21;Dudu;28;12000000;Palmeiras;Al-Duhail SC;7000000
20/21;Irfan Can Kahveci;25;10000000;Basaksehir;Fenerbahce;7000000
20/21;Ibrahim Sangare;22;9500000;Toulouse;PSV Eindhoven;7000000
20/21;Luis Suarez;22;7500000;Watford;Granada CF;7000000
20/21;Alexander Schwolow;28;7000000;SC Freiburg;Hertha BSC;7000000
20/21;Ondrej Duda;25;7000000;Hertha BSC;1. FC Koln;7000000
20/21;Felix Uduokhai;22;6800000;VfL Wolfsburg;FC Augsburg;7000000
20/21;Leonardo Bittencourt;26;4800000;TSG Hoffenheim;Werder Bremen;7000000
20/21;Jordan Lotomba;21;4000000;BSC Young Boys;OGC Nice;7000000
20/21;Amine Gouiri;20;4000000;Olympique Lyon;OGC Nice;7000000
20/21;Francesco Cassata;23;2500000;Sassuolo;Genoa;7000000
20/21;Simone Muratore;22;500000;Juventus;Atalanta BC;7000000
20/21;Ciro Palmieri;20;75000;Napoli U19;LOSC Lille B;7000000
20/21;Maxime Busi;20;2500000;RSC Charleroi;Parma;6900000
20/21;Mikkel Damsgaard;20;6500000;Nordsjaelland;Sampdoria;6750000
20/21;Ante Rebic;26;32000000;E. Frankfurt;AC Milan;6700000
20/21;Sebastian Andersson;29;7000000;Union Berlin;1. FC Koln;6500000
20/21;Pedro Goncalves;22;7000000;Famalicao;Sporting CP;6500000
20/21;Nahuel Bustos;22;6700000;CA Talleres;Man City;6500000
20/21;Antonio Sanabria;24;6500000;Real Betis;Torino;6500000
20/21;Oliver Burke;23;4800000;West Brom;Sheff Utd;6500000
20/21;Illan Meslier;20;4500000;FC Lorient;Leeds;6500000
20/21;Lucas Verissimo;25;4000000;Santos;Benfica;6500000
20/21;Harrison Reed;25;2400000;Southampton;Fulham;6500000
20/21;Hernani;26;5500000;Zenit S-Pb;Parma;6470000
20/21;Papu Gomez;32;15000000;Atalanta BC;Sevilla FC;6400000
20/21;Lucas Robertone;23;6500000;Velez Sarsfield;UD Almeria;6400000
20/21;Simon Sohm;19;1100000;FC Zurich;Parma;6400000
20/21;Marcelino Moreno;25;4000000;Lanus;Atlanta;6360000
20/21;Stephy Mavididi;22;3600000;Juventus U23;Montpellier;6300000
20/21;Sergio Rico;27;8000000;Sevilla FC;Paris SG;6000000
20/21;Praxedes;19;5000000;Internacional;RB Bragantino;6000000
20/21;Pablo Mari;26;4800000;Flamengo;Arsenal;6000000
20/21;Jonas Omlin;26;4800000;FC Basel;Montpellier;6000000
20/21;Guilherme;29;4500000;Olympiacos;Al-Sadd SC;6000000
20/21;Ignatius Ganago;21;3600000;OGC Nice;Lens;6000000
20/21;Yan Couto;18;3600000;Coritiba FC;Man City;6000000
20/21;Arthur Cabral;22;2700000;Palmeiras;FC Basel;6000000
20/21;Nurio Fortuna;25;2000000;RSC Charleroi;KAA Gent;6000000
20/21;Vladimir Coufal;28;2000000;Slavia Prague;West Ham;6000000
20/21;Michael Olunga;26;950000;Kashiwa Reysol;Al-Duhail SC;6000000
20/21;Diego Rosa;18;;Gremio;Man City;6000000
21/22;Jack Grealish;25;65000000;Aston Villa;Man City;117500000
21/22;Romelu Lukaku;28;100000000;Inter;Chelsea;113000000
21/22;Jadon Sancho;21;100000000;Bor. Dortmund;Man Utd;85000000
21/22;Dusan Vlahovic;22;70000000;Fiorentina;Juventus;81600000
21/22;Achraf Hakimi;22;60000000;Inter;Paris SG;68000000
21/22;Ben White;23;28000000;Brighton;Arsenal;58500000
21/22;Ferran Torres;21;45000000;Man City;Barcelona;55000000
21/22;Luis Diaz;25;40000000;FC Porto;Liverpool;47000000
21/22;Dayot Upamecano;22;60000000;RB Leipzig;Bayern Munich;42500000
21/22;Bruno Guimaraes;24;30000000;Olympique Lyon;Newcastle;42100000
21/22;Raphael Varane;28;70000000;Real Madrid;Man Utd;40000000
21/22;Tammy Abraham;23;38000000;Chelsea;AS Roma;40000000
21/22;Ibrahima Konate;22;35000000;RB Leipzig;Liverpool;40000000
21/22;Emiliano Buendia;24;35000000;Norwich;Aston Villa;38400000
21/22;Martin Odegaard;22;40000000;Real Madrid;Arsenal;35000000
21/22;Rodrigo de Paul;27;38000000;Udinese Calcio;Atletico Madrid;35000000
21/22;Kurt Zouma;26;32000000;Chelsea;West Ham;35000000
21/22;Leon Bailey;24;35000000;B. Leverkusen;Aston Villa;32000000
21/22;Fikayo Tomori;23;28000000;Chelsea;AC Milan;31600000
21/22;Eduardo Camavinga;18;55000000;Rennes;Real Madrid;31000000
21/22;Donyell Malen;22;30000000;PSV Eindhoven;Bor. Dortmund;30000000
21/22;Lucas Digne;28;30000000;Everton;Aston Villa;30000000
21/22;Nikola Vlasic;23;30000000;CSKA Moscow;West Ham;30000000
21/22;Matheus Cunha;22;30000000;Hertha BSC;Atletico Madrid;30000000
21/22;Patson Daka;22;22000000;RB Salzburg;Leicester;30000000
21/22;Chris Wood;30;6000000;Burnley;Newcastle;30000000
21/22;Danny Ings;29;22000000;Southampton;Aston Villa;29400000
21/22;Joe Willock;21;16000000;Arsenal;Newcastle;29400000
21/22;Daniel James;23;18000000;Man Utd;Leeds;29100000
21/22;Aaron Ramsdale;23;12000000;Sheff Utd;Arsenal;28000000
21/22;Marash Kumbulla;21;25000000;Hellas Verona;AS Roma;26500000
21/22;Bryan Gil;20;30000000;Sevilla FC;Tottenham;25000000
21/22;Emerson Royal;22;25000000;Barcelona;Tottenham;25000000
21/22;Yuri Alberto;20;12000000;Internacional;Zenit S-Pb;25000000
21/22;Nicolas Gonzalez;23;22000000;VfB Stuttgart;Fiorentina;24500000
21/22;Vitaliy Mykolenko;22;17000000;Dynamo Kyiv;Everton;23500000
21/22;Arnaut Danjuma;24;15000000;Bournemouth;Villarreal;23500000
21/22;Marc Guehi;21;10000000;Chelsea U23;Crystal Palace;23340000
21/22;Andre Silva;25;45000000;E. Frankfurt;RB Leipzig;23000000
21/22;Enock Mwepu;23;13000000;RB Salzburg;Brighton;23000000
21/22;Odilon Kossounou;20;13000000;Club Brugge;B. Leverkusen;23000000
21/22;Julian Alvarez;22;20000000;River Plate;Man City;21400000
21/22;Matteo Politano;27;30000000;Inter;SSC Napoli;21000000
21/22;Weston McKennie;22;25000000;FC Schalke 04;Juventus;20500000
21/22;Juan Musso;27;20000000;Udinese Calcio;Atalanta BC;20500000
21/22;Gerson;24;20000000;Flamengo;Marseille;20500000
21/22;Boubakary Soumare;22;28000000;LOSC Lille;Leicester;20000000
21/22;Jhon Cordoba;28;15000000;Hertha BSC;Krasnodar;20000000
21/22;Rodrigo Bentancur;24;25000000;Juventus;Tottenham;19000000
21/22;Josko Gvardiol;19;19000000;Dinamo Zagreb;RB Leipzig;18800000
21/22;Takehiro Tomiyasu;22;20000000;Bologna;Arsenal;18600000
21/22;Angelino;24;35000000;Man City;RB Leipzig;18000000
21/22;Marc Cucurella;23;20000000;Getafe;Brighton;18000000
21/22;Pedrinho;23;15000000;Benfica;Shakhtar D.;18000000
21/22;Matheus Pereira;25;15000000;West Brom;Al-Hilal SFC;18000000
21/22;Eldor Shomurodov;26;7000000;Genoa;AS Roma;18000000
21/22;Adam Armstrong;24;18000000;Blackburn;Southampton;17700000
21/22;Jannik Vestergaard;29;18000000;Southampton;Leicester;17600000
21/22;Joachim Andersen;25;22000000;Olympique Lyon;Crystal Palace;17500000
21/22;Wout Weghorst;29;20000000;VfL Wolfsburg;Burnley;17500000
21/22;Albert Sambi Lokonga;21;12000000;RSC Anderlecht;Arsenal;17500000
21/22;Cristiano Ronaldo;36;45000000;Juventus;Man Utd;17000000
21/22;Cristian Romero;23;35000000;Juventus;Atalanta BC;17000000
21/22;Roman Yaremchuk;25;17500000;KAA Gent;Benfica;17000000
21/22;Myron Boadu;20;14000000;AZ Alkmaar;Monaco;17000000
21/22;Loic Bade;21;12000000;Lens;Rennes;17000000
21/22;Kamaldeen Sulemana;19;9000000;Nordsjaelland;Rennes;17000000
21/22;Pape Matar Sarr;18;10000000;FC Metz;Tottenham;16900000
21/22;Ricardo Pepi;18;8000000;Dallas;FC Augsburg;16360000
21/22;Odsonne Edouard;23;17000000;Celtic;Crystal Palace;16300000
21/22;Zinho Vanheusden;21;12000000;Standard Liege;Inter;16200000
21/22;Ilaix Moriba;18;25000000;Barcelona B;RB Leipzig;16000000
21/22;Danilo Pereira;29;20000000;FC Porto;Paris SG;16000000
21/22;Hamed Junior Traore;21;20000000;FC Empoli;Sassuolo;16000000
21/22;Rafa Mir;24;12000000;Wolves;Sevilla FC;16000000
21/22;Kristoffer Ajer;23;7000000;Celtic;Brentford;15700000
21/22;Arthur Cabral;23;15000000;FC Basel;Fiorentina;15500000
21/22;Mike Maignan;26;25000000;LOSC Lille;AC Milan;15400000
21/22;Pepe;24;13000000;Gremio;FC Porto;15400000
21/22;Marcel Sabitzer;27;42000000;RB Leipzig;Bayern Munich;15000000
21/22;Mohamed Simakan;21;18000000;R. Strasbourg;RB Leipzig;15000000
21/22;Romain Faivre;23;15000000;Stade Brestois;Olympique Lyon;15000000
21/22;Gaetan Laborde;27;15000000;Montpellier;Rennes;15000000
21/22;Calvin Stengs;22;14000000;AZ Alkmaar;OGC Nice;15000000
21/22;Gregor Kobel;23;13000000;VfB Stuttgart;Bor. Dortmund;15000000
21/22;Benjamin Henrichs;24;12000000;Monaco;RB Leipzig;15000000
21/22;Maxwel Cornet;24;12000000;Olympique Lyon;Burnley;15000000
21/22;Juan Foyth;23;12000000;Tottenham;Villarreal;15000000
21/22;Junior Firpo;24;8000000;Barcelona;Leeds;15000000
21/22;Dan Burn;29;3500000;Brighton;Newcastle;15000000
21/22;Thiago Almada;20;20000000;Velez Sarsfield;Atlanta;14550000
21/22;Sandro Tonali;21;27000000;Brescia;AC Milan;14500000
21/22;Musa Barrow;22;20000000;Atalanta BC;Bologna;14340000
21/22;Denzel Dumfries;25;16000000;PSV Eindhoven;Inter;14250000
21/22;Jonathan Ikone;23;22000000;LOSC Lille;Fiorentina;14200000
21/22;Emerson Royal;22;25000000;Real Betis;Barcelona;14000000
21/22;Kieran Trippier;31;18000000;Atletico Madrid;Newcastle;14000000
21/22;Harry Wilson;24;17000000;Liverpool;Fulham;14000000
21/22;Teun Koopmeiners;23;16500000;AZ Alkmaar;Atalanta BC;14000000
21/22;Baptiste Santamaria;26;15000000;SC Freiburg;Rennes;14000000
21/22;Nathan Collins;20;8000000;Stoke City;Burnley;14000000
21/22;Nathan Patterson;20;3000000;Rangers;Everton;14000000
21/22;Sebastiaan Bornauw;22;12000000;1. FC Koln;VfL Wolfsburg;13500000
21/22;Toby Alderweireld;32;11000000;Tottenham;Al-Duhail SC;13000000
21/22;Pol Lirola;24;9000000;Fiorentina;Marseille;13000000
21/22;Matias Vina;23;5000000;Palmeiras;AS Roma;13000000
21/22;Jack Harrison;24;15000000;Man City;Leeds;12800000
21/22;Amadou Onana;19;3000000;Hamburger SV;LOSC Lille;12600000
21/22;David Neres;24;20000000;Ajax;Shakhtar D.;12000000
21/22;Luca Waldschmidt;25;15000000;Benfica;VfL Wolfsburg;12000000
21/22;Boulaye Dia;24;14000000;Stade Reims;Villarreal;12000000
21/22;Lovro Majer;23;13000000;Dinamo Zagreb;Rennes;12000000
21/22;Claudinho;24;11000000;RB Bragantino;Zenit S-Pb;12000000
21/22;Romain Perraud;23;8000000;Stade Brestois;Southampton;12000000
21/22;Jonas Wind;22;7000000;FC Copenhagen;VfL Wolfsburg;12000000
21/22;Marlon;25;6500000;Sassuolo;Shakhtar D.;12000000
21/22;Mohamed Daramy;19;4000000;FC Copenhagen;Ajax;12000000
21/22;Rui Patricio;33;10000000;Wolves;AS Roma;11800000
21/22;Rayan Ait-Nouri;20;18000000;Angers SCO;Wolves;11100000
21/22;Gonzalo Montiel;24;17000000;River Plate;Sevilla FC;11000000
21/22;Christos Tzolis;19;12000000;PAOK Salonika;Norwich;11000000
21/22;Kacper Kozlowski;18;10000000;Pogon Szczecin;Brighton;11000000
21/22;Milot Rashica;25;9000000;Werder Bremen;Norwich;11000000
21/22;Vanderson;20;8500000;Gremio;Monaco;11000000
21/22;Leonardo Balerdi;22;8000000;Bor. Dortmund;Marseille;11000000
21/22;Jean-Philippe Mateta;24;5000000;1.FSV Mainz 05;Crystal Palace;11000000
21/22;Jean Lucas;23;4500000;Olympique Lyon;Monaco;11000000
21/22;Luiz Araujo;25;10000000;LOSC Lille;Atlanta;10910000
21/22;Diego Valdes;27;6000000;Santos Laguna;America;10600000
21/22;Lautaro Valenti;22;4500000;Lanus;Parma;10500000
21/22;Igor Coronado;28;5500000;Sharjah FC;Al-Ittihad Club;10150000
21/22;Denis Zakaria;25;27000000;Bor. M'gladbach;Juventus;10100000
21/22;Antoine Griezmann;30;60000000;Barcelona;Atletico Madrid;10000000
21/22;Dejan Kulusevski;21;30000000;Juventus;Tottenham;10000000
21/22;Andy Delort;29;16000000;Montpellier;OGC Nice;10000000
21/22;Razvan Marin;25;15000000;Ajax;Cagliari Calcio;10000000
21/22;Kayky;18;14000000;Fluminense;Man City U23;10000000
21/22;Imran Louza;22;12000000;FC Nantes;Watford;10000000
21/22;Yoane Wissa;24;10000000;FC Lorient;Brentford;10000000
21/22;Lassina Traore;20;6500000;Ajax;Shakhtar D.;10000000
21/22;Frank Onyeka;23;6000000;FC Midtjylland;Brentford;10000000
21/22;Jens Cajuste;22;5000000;FC Midtjylland;Stade Reims;10000000
21/22;Hannes Wolf;22;8000000;RB Leipzig;Bor. M'gladbach;9500000
21/22;Josh Sargent;21;8000000;Werder Bremen;Norwich;9500000
21/22;Michael Olise;19;15000000;Reading;Crystal Palace;9300000
21/22;Ben Gibson;28;7000000;Burnley;Norwich;9300000
21/22;Galeno;24;12000000;SC Braga;FC Porto;9020000
21/22;Roger Ibanez;22;25000000;Atalanta BC;AS Roma;9000000
21/22;Kamal Sowah;21;3000000;Leicester U21;Club Brugge;9000000
21/22;Daryl Dike;21;10000000;Orlando;West Brom;8630000
21/22;Taiwo Awoniyi;23;5000000;Liverpool;Union Berlin;8550000
21/22;Jean-Clair Todibo;21;12000000;Barcelona;OGC Nice;8500000
21/22;Yacine Adli;21;9000000;G. Bordeaux;AC Milan;8500000
21/22;Marcos Andre;24;3500000;Real Valladolid;Valencia;8500000
21/22;Andreas Cornelius;28;6000000;Atalanta BC;Parma;8400000
21/22;James Rodriguez;30;28000000;Everton;Al-Rayyan SC;8000000
21/22;Khvicha Kvaratskhelia;21;16000000;Rubin Kazan;Dinamo Batumi;8000000
21/22;Lukas Nmecha;22;12000000;Man City;VfL Wolfsburg;8000000
21/22;Abdallah Sima;20;11000000;Slavia Prague;Brighton;8000000
21/22;Talisca;27;10000000;GuaZ FC;Al-Nassr FC;8000000
21/22;Ante Budimir;29;9000000;RCD Mallorca;CA Osasuna;8000000
21/22;Suat Serdar;24;9000000;FC Schalke 04;Hertha BSC;8000000
